ISBN 13,Title of the Book,Author/s,Book type,Original Price (RRP)($),Discounted price($),ISBN-10,Published Date,Publisher,No. of Pages
9780768499544,book not found,,,,,,,,
9780141962511,book not found,,,,,,,,
9781405523707,The Difference a Day Makes,Carole Matthews,ePUB,12.99,,1405523700,1st January 2013,"Little, Brown Book Group",464
9780330465601,The Modigliani Scandal,Ken Follett,ePUB,,,330465600,4th September 2008,,
9780141928005,The First Rumpole Omnibus,John Mortimer,ePUB,16.99,,014192800X,1st January 2000,Penguin Books Ltd,560
9781101157459,The Westing Game (Puffin Modern Classics),Ellen Raskin,ePUB,13.19,10.9917%OFF,1101157453,12th April 2004,Penguin Young Readers Group,192
9780600623007,book not found,,,,,,,,
9780141946610,Our Street,Gilda O'Neill,ePUB,15.99,,014194661X,1st July 2004,Penguin Books Ltd,320
9780141339429,Legend,Marie Lu,ePUB,4.99,,014133942X,2nd February 2012,Penguin Random House Children's UK,368
9780297859406,Gone Girl,Gillian Flynn,ePUB,11.99,,297859404,24th May 2012,Orion,320
9781283297073,book not found,,,,,,,,
9780575091504,book not found,,,,,,,,
9781405913652,book not found,,,,,,,,
9780755351855,book not found,,,,,,,,
9781370201914,book not found,,,,,,,,
9780718196080,book not found,,,,,,,,
9780307272119,book not found,,,,,,,,
9780375980985,Where Do Diggers Sleep at Night?,Brianna Caplan Sayres,ePUB,11.99,10.99,375980989,22nd May 2012,Random House Children's Books,
9780241322345,The Constant Gardener,John le Carré,ePUB,15.99,,241322340,27th September 2018,Penguin Books Ltd,592
9780141924045,Snow Crash,Neal Stephenson,ePUB,15.99,,141924047,1st January 2000,Penguin Books Ltd,448
9781101476772,book not found,,,,,,,,
9780998815596,book not found,,,,,,,,
9780743423083,book not found,,,,,,,,
9780743246392,book not found,,,,,,,,
9780761176855,book not found,,,,,,,,
9780748130191,book not found,,,,,,,,
9780141983035,The Undoing Project,Michael Lewis,ePUB,15.99,,141983035,6th December 2016,Penguin Books Ltd,320
9780330528405,book not found,,,,,,,,
9780141938363,Games People Play,Eric Berne,ePUB,14.99,,141938366,1st January 2000,Penguin Books Ltd,176
9780571247905,book not found,,,,,,,,
9780241966846,book not found,,,,,,,,
9780648257714,book not found,,,,,,,,
9780071817196,book not found,,,,,,,,
9781101203347,The F-Factor Diet,Tanya Zuckerbrot,ePUB,13.7,11.9912%OFF,110120334X,4th December 2007,Penguin Publishing Group,288
9780463893999,book not found,,,,,,,,
9781102466550,book not found,,,,,,,,
9780141928920,book not found,,,,,,,,
9780748109326,Cause Of Death,Patricia Cornwell,ePUB,11.99,,748109323,4th September 2008,"Little, Brown Book Group",384
9780761171737,book not found,,,,,,,,
9780141904986,book not found,,,,,,,,
9780241373361,book not found,,,,,,,,
9781405930987,The Taking of Annie Thorne,C. J. Tudor,ePUB,15.99,,1405930985,21st February 2019,Penguin Books Ltd,352
9780748115440,book not found,,,,,,,,
9780241321997,book not found,,,,,,,,
9780316260237,book not found,,,,,,,,
9781405935050,book not found,,,,,,,,
9780330469326,book not found,,,,,,,,
9781311614704,book not found,,,,,,,,
9780857200136,book not found,,,,,,,,
9780755375646,Revenge,Martina Cole,ePUB,11.99,,755375645,24th October 2013,Headline,512
9780156035002,book not found,,,,,,,,
9781405939775,The Chestnut Man,Søren Sveistrup,ePUB,15.99,,140593977X,10th January 2019,Penguin Books Ltd,400
9780241187173,book not found,,,,,,,,
9780241968024,book not found,,,,,,,,
9781407058115,Don't Blink,James Patterson,ePUB,15.99,,1407058118,5th August 2010,Random House,496
9780748112517,Twilight,Stephenie Meyer,ePUB,11.99,,748112510,26th February 2009,"Little, Brown Book Group",464
9780141918921,"Thinking, Fast and Slow",Daniel Kahneman,ePUB,18.99,,141918926,2011-11-03,Penguin Books Ltd,512
9780141398174,Wailing Ghosts,Pu Songling,ePUB,1.99,,141398175,26th February 2015,Penguin Books Ltd,80
9780440338789,Dreamfever,Karen Marie Moning,ePUB,10.88,,440338786,18th August 2009,Random House Publishing Group,
9780356511115,Fallen,Benedict Jacka,ePUB,11.99,,356511111,2019-10-10,"Little, Brown Book Group",384
9780349121321,The Glass Room,Simon Mawer,Paperback,30.5,,034912132X,2010-04-22,Little Brown,416
9781401919269,The Law of Attraction,Esther Hicks,ePUB,18.34,14.9918%OFF,140191926X,1st October 2006,Hay House,194
9780141915036,The Grapes of Wrath,Robert DeMott,ePUB,15.99,,014191503X,26th April 2001,Penguin Books Ltd,544
9780141929453,Matilda,Roald Dahl,ePUB,9.99,,141929456,6th March 2003,Penguin Random House Children's UK,256
9781370124954,Say You're Sorry,Ian C.P. Irvine,ePUB,0,,1370124953,2017-12-29,Ian C.P. Irvine,
9780751558678,book not found,,,,,,,,
9780761168935,Keep Your Brain Alive,Lawrence Katz,Paperback,24.74,,761168931,2014-06-02,Workman,204
9780486114347,Moby-Dick,Herman Melville,ePUB,,,486114341,2012-02-13,Dover Publications,464
9781405941624,The Cabin,Jørn Lier Horst,ePUB,15.99,,1405941626,8th August 2019,Penguin Books Ltd,400
9780230739062,book not found,,,,,,,,
9781250121301,book not found,,,,,,,,
9780807000410,An Indigenous Peoples' History of the United States,Roxanne Dunbar-Ortiz,ePUB,26.34,21.9917%OFF,807000418,16th September 2014,Beacon Press,
9781119475873,(ISC)2 CISSP Certified Information Systems Security Professional Official Study Guide,Mike Chapple,ePUB,,,1119475872,2018-04-16,Wiley,1104
9780470893333,book not found,,,,,,,,
9780241205648,Churchill,Andrew Roberts,ePUB,18.99,,241205646,4th October 2018,Penguin Books Ltd,1152
9780307459923,book not found,,,,,,,,
9780007321575,book not found,,,,,,,,
9780141986296,Don't Touch My Hair,Emma Dabiri,ePUB,15.99,,141986298,2019-05-02,Penguin Books Ltd,240
9781101905104,Moosewood Restaurant New Classics,Moosewood Collective,ePUB,,,1101905107,18th August 2015,Potter/Ten Speed/Harmony/Rodale,
9780571248209,The Bell Jar,Sylvia Plath,ePUB,16.49,14.99,571248209,20th November 2008,Faber & Faber,240
9781841494197,Matter,Iain M. Banks,Paperback,22.99,20.3511%OFF,1841494194,1st February 2009,Little Brown,656
9780761179580,book not found,,,,,,,,
9780486113739,The Lost World,Sir Arthur Conan Doyle,ePUB,1.45,,486113736,22nd August 2012,Dover Publications,176
9781405913171,book not found,,,,,,,,
9780008139476,The Last Kingdom,Bernard Cornwell,Paperback,22.99,20.3511%OFF,000721801X,3rd October 2005,HarperCollins Publishers,327
9780751548761,book not found,,,,,,,,
9780748123797,The Girl With All The Gifts,M. R. Carey,ePUB,11.99,,748123792,2014-01-14,"Little, Brown Book Group",416
9781370148721,"The Zombie Chronicles, Book 1",Mark Mulle,ePUB,22.99,,1370148720,12th October 2016,Mark Mulle,
9781101220733,book not found,,,,,,,,
9780993683718,Appaloosa Summer,Tudor Robins,ePUB,4.99,,993683711,25th October 2023,Tudor Robins,
9780141975009,The Establishment,Owen Jones,ePUB,15.99,,141975008,2014-09-04,Penguin Books Ltd,288
9780718198275,The Mystery of Mercy Close,Marian Keyes,ePUB,15.99,,718198271,13th September 2012,Penguin Books Ltd,528
9781407035437,Thud!,Terry Pratchett,ePUB,15.99,,1407035436,1st December 2009,Transworld,464
9780141971742,book not found,,,,,,,,
9781281372062,Introducing Foucault,Chris Horrocks,E-Book,,,1281372064,2004-01-01,Icon Books Limited,175
9781310718595,The Complete Guide To Clinical Aromatherapy and the Essential Oils of The Physical Body,Elizabeth Ashley,ePUB,0,,1310718598,18th May 2015,Elizabeth Ashley,
9780062043689,book not found,,,,,,,,
9780141970745,Stuff Matters,Mark Miodownik,ePUB,15.99,,014197074X,6th June 2013,Penguin Books Ltd,352
9780141938653,Oh! to be in England,H. E. Bates,ePUB,15.99,,014193865X,30th November 2006,Penguin Books Ltd,128
9780735638723,book not found,,,,,,,,
9780571280605,Rooftoppers,Katherine Rundell,ePUB,,,571280609,2013-02-26,Faber & Faber,288
9780307483584,Darkest Fear,Harlan Coben,ePUB,,,307483584,2008-11-12,Random House Publishing Group,
9780748111886,book not found,,,,,,,,
9780241303900,book not found,,,,,,,,
9780008131968,Behind Her Eyes,Sarah Pinborough,Hardcover,,,8131961,2017-02-01,HarperCollins Publishers,384
9780141373041,book not found,,,,,,,,
9780575097438,Words of Radiance,Brandon Sanderson,ePUB,15.99,,575097434,6th March 2014,Orion,1088
9780748120024,Task Force Black,Mark Urban,ePUB,12.99,,748120025,2010-02-18,"Little, Brown Book Group",352
9781407016597,book not found,,,,,,,,
9780141354231,book not found,,,,,,,,
9780330465823,Triple,Ken Follett,ePUB,15.99,,330465821,4th September 2008,,
9781101902912,Seven Principles for Making Marriage Work,John Phd Gottman,E-Book,15.99,,1101902914,1st January 2015,Potter/Tenspeed/Harmony,
9780698159815,Days of Rage,Brad Taylor,ePUB,,,698159810,15th July 2014,Penguin Publishing Group,384
9780241985120,All the Rage,Cara Hunter,ePUB,15.99,,241985129,19th December 2019,Penguin Books Ltd,416
9781405932264,Veg,Jamie Oliver,ePUB,21.99,,1405932260,22nd August 2019,Penguin Books Ltd,288
9780767917902,book not found,,,,,,,,
9780761189633,Younger Next Year: The Exercise Program,Chris Crowley,ePUB,19.99,,761189637,15th December 2015,Workman Publishing Company,176
9780307271341,book not found,,,,,,,,
9780241983218,book not found,,,,,,,,
9780307351937,book not found,,,,,,,,
9780755387168,Judge and Jury,James Patterson,ePUB,12.99,,755387163,28th April 2011,Headline,330
9780356504209,Strange Dogs,James S. A. Corey,ePUB,2.99,,356504204,2017-07-18,"Little, Brown Book Group",112
9780575097933,Do Androids Dream Of Electric Sheep?,Philip K Dick,ePUB,9.99,,575097930,1st April 2010,Orion,208
9780748116102,book not found,,,,,,,,
9781405527231,The Chain Of Curiosity,Sandi Toksvig,ePUB,12.99,,1405527234,24th January 2013,"Little, Brown Book Group",320
9780008117450,book not found,,,,,,,,
9780141924991,Till We Meet Again,Lesley Pearse,ePUB,15.99,,141924993,27th July 2006,Penguin Books Ltd,512
9780297608905,book not found,,,,,,,,
9780544812154,Spring 2016 Young Adult Debut Novels,Clarion Books,ePUB,0,,544812158,6th October 2015,HarperCollins,
9781302369941,book not found,,,,,,,,
9780810983915,book not found,,,,,,,,
9780141924595,An Ice-cream War,William Boyd,ePUB,15.99,,141924594,19th December 2013,Penguin Books Ltd,384
9780749009403,Ghost Town,Rachel Caine,ePUB,15.99,,749009403,1st November 2010,Allison & Busby,478
9780755388363,Fear Nothing (Detective D.D. Warren 7),Lisa Gardner,ePUB,11.99,,755388364,7th January 2014,Headline,384
9780230764866,book not found,,,,,,,,
9780330514729,A Necessary End,Peter Robinson,ePUB,11.99,,330514725,21st August 2009,,
9781841495965,The Traitor Queen,Trudi Canavan,Paperback,22.99,22.4,1841495964,30th July 2013,Little Brown,544
9780786954063,The Halfling's Gem,R.A. Salvatore,ePUB,16.12,12.9919%OFF,078695406X,2009-06-23,Wizards of the Coast Publishing,384
9780241957103,The Forty Rules of Love,Elif Shafak,ePUB,15.99,,241957109,2011-06-02,Penguin Books Ltd,368
9781306981866,Typhoon Pilot,Desmond Scott,E-Book,22.99,,1306981867,1st January 1982,LEO COOPER,192
9780141915128,book not found,,,,,,,,
9781301529049,The Foxhole Court,Nora Sakavic,ePUB,0,,1301529044,10th May 2015,Nora Sakavic,
9780486113845,The Tempest,William Shakespeare,ePUB,1.45,,486113841,2012-03-22,Dover Publications,96
9780755350865,The Eagle's Prey (Eagles of the Empire 5),Simon Scarrow,ePUB,12.99,,755350863,4th September 2008,Headline,448
9781119551416,Testing Business Ideas,David J. Bland,ePUB,35.99,,1119551412,6th November 2019,Wiley,368
9780141962535,Redemption,Jussi Adler-Olsen,ePUB,15.99,,141962534,18th July 2013,Penguin Books Ltd,640
9780793842902,book not found,,,,,,,,
9780547608044,The Tigress of Forli,Elizabeth Lev,ePUB,15.99,,547608047,18th October 2011,,320
9780141363981,The Dark Prophecy (The Trials of Apollo Book 2),Rick Riordan,ePUB,14.99,,141363983,2nd May 2017,Penguin Random House Children's UK,528
9780241958902,book not found,,,,,,,,
9780755377619,book not found,,,,,,,,
9780748111732,Academ's Fury,Jim Butcher,ePUB,11.99,,748111735,4th June 2009,"Little, Brown Book Group",608
9780718197902,Antifragile,Nassim Nicholas Taleb,ePUB,16.99,,718197909,27th November 2012,Penguin Books Ltd,544
9781405525404,Having A Lovely Time,Jenny Eclair,ePUB,12.99,,1405525401,6th December 2012,"Little, Brown Book Group",320
9780141959443,Gamble,Felix Francis,ePUB,15.99,,141959444,2011-09-01,Penguin Books Ltd,432
9781405932547,The Snow Girls,Chris Mooney,ePUB,15.99,,1405932546,2018-11-15,Penguin Books Ltd,400
9781643750163,Ordinary Girls,Jaquira Díaz,ePUB,23.99,,164375016X,29th October 2019,Algonquin Books,
9780307279729,book not found,,,,,,,,
9781405913867,Christmas at the Ragdoll Orphanage,Suzanne Lambert,ePUB,14.99,,140591386X,2013-11-07,Penguin Books Ltd,304
9780999048139,Solis,Kat Ross,ePUB,4.39,,999048139,1st August 2021,Acorn Publishing,
9780241969014,book not found,,,,,,,,
9780748120505,book not found,,,,,,,,
9781405934893,The Mist,Ragnar Jónasson,ePUB,15.99,,1405934891,2020-04-30,Penguin Books Ltd,320
9781407139982,The Hunger Games Complete Trilogy,Suzanne Collins,ePUB,12.99,,1407139983,3rd October 2013,Scholastic,
9780749012106,Yew Tree Gardens,Anna Jacobs,ePUB,14.38,12.9910%OFF,749012102,2012-07-30,Allison & Busby,320
9781101990018,Brave the Tempest,Karen Chance,ePUB,11.72,10.99,1101990015,2019-07-30,Penguin Publishing Group,
9780141391601,Lolita,Vladimir Nabokov,ePUB,15.99,,014139160X,2012-07-27,Penguin Books Ltd,336
9780748109487,Point Of Origin,Patricia Cornwell,ePUB,11.99,,074810948X,2008-09-04,"Little, Brown Book Group",448
9780330426640,Stories of Your Life and Others,Ted Chiang,Paperback,,,330426648,2005-03-01,Pan Macmillan,320
9780330468381,A Time to Die,Wilbur Smith,ePUB,,,330468383,2008-09-04,,
9780748117338,Surface Detail,Iain M. Banks,ePUB,12.99,,748117334,2010-10-07,"Little, Brown Book Group",400
9780755128006,Back To Battle,Max Hennessy,ePUB,9.89,8.99,755128001,2015-10-01,House of Stratus,334
9780718196806,The Coming of the Third Reich,Richard J. Evans,ePUB,18.99,,718196805,9th August 2012,Penguin Books Ltd,656
9780749020057,book not found,,,,,,,,
9780865478404,One Simple Thing,Eddie Stern,ePUB,19.51,15.9918%OFF,865478406,2019-03-12,"Farrar, Straus and Giroux",
9780241965085,book not found,,,,,,,,
9780761144793,book not found,,,,,,,,
9780141959184,book not found,,,,,,,,
9780857897169,book not found,,,,,,,,
9780316233033,Colours in the Steel,K J Parker,E-Book,,,031623303X,1st January 2013,Orbit,503
9780718189877,book not found,,,,,,,,
9780061947438,Mere Christianity,C. S. Lewis,ePUB,5.99,,61947431,2nd June 2009,HarperCollins,256
9780755350674,Close,Martina Cole,ePUB,11.99,,755350677,4th September 2008,Headline,672
9780330514583,book not found,,,,,,,,
9780748131006,Mrs Palfrey At The Claremont,Elizabeth Taylor,ePUB,12.99,,748131000,7th July 2011,"Little, Brown Book Group",224
9780007510887,Severed Souls (A Richard and Kahlan novel),Terry Goodkind,ePUB,11.99,,7510888,5th August 2014,HarperCollins Publishers,558
9780244643843,book not found,,,,,,,,
9781405941020,book not found,,,,,,,,
9780307407672,book not found,,,,,,,,
9780748116065,Storm Front : Dresden Files,Jim Butcher,ePUB,12.99,,748116060,4th March 2010,"Little, Brown Book Group",352
9780748116669,book not found,,,,,,,,
9780141912868,Pale Fire,Vladimir Nabokov,ePUB,15.99,,141912863,6th September 2012,Penguin Books Ltd,352
9780446692649,book not found,,,,,,,,
9780283072406,book not found,,,,,,,,
9781370737451,book not found,,,,,,,,
9780755379316,When God was a Rabbit,Sarah Winman,ePUB,11.99,,755379314,3rd March 2011,Headline,336
9780141931388,book not found,,,,,,,,
9781405919135,book not found,,,,,,,,
9780141905914,book not found,,,,,,,,
9781401235413,The Court Of Owls,Scott Snyder,Hardcover,,,1401235417,15th May 2012,DC Comics,176
9781338188356,"Call Down the Hawk (The Dreamer Trilogy, Book 1)",Maggie Stiefvater,ePUB,19.06,15.9916%OFF,1338188356,5th November 2019,Scholastic Inc.,
9781405522304,book not found,,,,,,,,
9780316182683,book not found,,,,,,,,
9780008179991,book not found,,,,,,,,
9780748116096,book not found,,,,,,,,
9780241971857,book not found,,,,,,,,
9780066213262,book not found,,,,,,,,
9780978927080,book not found,,,,,,,,
9780241950609,book not found,,,,,,,,
9780761193029,The Natural Baby Sleep Solution,Polly Moore Ph.D.,ePUB,19.99,,761193022,8th March 2016,Workman Publishing Company,192
9780141971391,book not found,,,,,,,,
9780755387182,book not found,,,,,,,,
9780241965306,Swing Time,Zadie Smith,ePUB,15.99,,241965306,15th November 2016,Penguin Books Ltd,432
9780241956007,book not found,,,,,,,,
9781408883433,book not found,,,,,,,,
9780141907055,Secrets,Lesley Pearse,ePUB,15.99,,141907053,13th January 2005,Penguin Books Ltd,576
9780547677538,book not found,,,,,,,,
9780307595515,Why We Get Fat: And What to Do About It,Gary Taubes,ePUB,17.14,13.9918%OFF,030759551X,28th December 2010,Knopf Doubleday Publishing Group,
9780241965177,book not found,,,,,,,,
9780748114399,book not found,,,,,,,,
9781405940948,The Story of Brexit,Jason Hazeley,ePUB,14.99,,1405940948,2018-10-25,Penguin Books Ltd,56
9780786954070,book not found,,,,,,,,
9780141978154,Flash Boys,Michael Lewis,ePUB,15.99,,141978155,31st March 2014,Penguin Books Ltd,320
9780141352015,Percy Jackson,Rick Riordan,ePUB,73.99,,141352019,4th July 2013,Penguin Random House Children's UK,1024
9780297864097,Empire of the Deep,Ben Wilson,ePUB,11.99,,297864092,2013-07-25,Orion,544
9780571350414,book not found,,,,,,,,
9781407017730,book not found,,,,,,,,
9781326978471,book not found,,,,,,,,
9780486499055,book not found,,,,,,,,
9780307275103,book not found,,,,,,,,
9781405525480,Old Filth,Jane Gardam,ePUB,11.99,,1405525487,17th January 2013,"Little, Brown Book Group",272
9781538711804,Total Control,David Baldacci,Paperback,45.75,,153871180X,2019-01-29,GRAND CENTRAL PUBL,656
9780575097636,Moon Over Soho,Ben Aaronovitch,ePUB,11.99,,575097639,21st April 2011,Orion,384
9780768422870,The God Chasers,Tommy Tenney,Paperback,,,768422876,2005-02-01,DESTINY IMAGE INC,300
9780307450227,book not found,,,,,,,,
9781306022118,book not found,,,,,,,,
9780330467575,book not found,,,,,,,,
9781119477266,The Fearless Organization,Amy C. Edmondson,ePUB,38.49,,1119477263,2018-11-14,Wiley Professional Development (P&T),
9780748112579,book not found,,,,,,,,
9780375981364,"Robots, Robots Everywhere",Sue Fliess,ePUB,8.79,7.99,375981365,6th August 2013,Random House Children's Books,
9781328686008,book not found,,,,,,,,
9780862788438,Stakeknife,Greg Harkin,Paperback,36.9,,862788439,2004-02-18,O'Brien Press Ltd,280
9780241970409,A Good Man in Africa,William Boyd,ePUB,15.99,,241970407,2013-12-19,Penguin Books Ltd,352
9780575095908,A Little Hatred,Joe Abercrombie,ePUB,12.99,,575095903,17th September 2019,Orion,480
9780141363943,The Hidden Oracle (The Trials of Apollo Book 1),Rick Riordan,ePUB,9.99,,141363940,3rd May 2016,Penguin Random House Children's UK,528
9781401924829,The Art of Extreme Self-Care,Cheryl Richardson,ePUB,17.59,14.9915%OFF,1401924824,2009-01-01,Hay House,113
9780857201829,book not found,,,,,,,,
9781448103683,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,ePUB,15.99,,1448103681,10th October 2011,Random House,416
9780751505047,Night Probe!,Clive Cussler,Paperback,,,751505048,1993-10-11,Little Brown,384
9780141910673,book not found,,,,,,,,
9780997532265,book not found,,,,,,,,
9780141346106,An Abundance of Katherines,John Green,ePUB,9.99,,141346108,2012-06-28,Penguin Random House Children's UK,272
9780749015763,Over a Hot Stove,Flo Wadlow,ePUB,8.99,,749015764,26th September 2013,Allison & Busby,
9780141907529,book not found,,,,,,,,
9781282466081,book not found,,,,,,,,
9780718197810,book not found,,,,,,,,
9780785170402,book not found,,,,,,,,
9781405909747,book not found,,,,,,,,
9781101171127,Who Is Barack Obama?,Roberta Edwards,ePUB,8.79,7.99,110117112X,2009-12-24,Penguin Young Readers Group,112
9781405523646,It's Now or Never,Carole Matthews,ePUB,12.99,,1405523646,2013-01-01,"Little, Brown Book Group",416
9780752483115,Sandringham Days,John Matson,ePUB,18.49,15.9914%OFF,752483110,29th February 2012,The History Press,192
9780230760967,book not found,,,,,,,,
9780007298976,Cold Granite,Stuart MacBride,ePUB,8.99,,7298978,2nd February 2009,HarperCollins Publishers,480
9780748112630,The Five People You Meet In Heaven,Mitch Albom,ePUB,11.99,,748112634,2009-06-11,"Little, Brown Book Group",240
9780356504186,Cibola Burn,James S. A. Corey,ePUB,11.99,,356504182,2014-06-05,"Little, Brown Book Group",592
9780575097674,Whispers Under Ground,Ben Aaronovitch,ePUB,12.99,,575097671,2012-06-21,Orion,384
9781405925327,The Gathering Dark,James Oswald,ePUB,14.99,,1405925329,2018-01-25,Penguin Books Ltd,448
9780748110827,Blue Smoke,Nora Roberts,ePUB,12.99,,748110828,2008-11-06,"Little, Brown Book Group",448
9781405514972,The Silkworm,Robert Galbraith,ePUB,12.99,,1405514973,2014-06-19,"Little, Brown Book Group",464
9780988852310,book not found,,,,,,,,
9781405511988,book not found,,,,,,,,
9781370393756,"Oaths (Dragon Blood, Book 8)",Lindsay Buroker,ePUB,6.87,,137039375X,2018-04-24,Lindsay Buroker,
9780241978719,The Cut Out Girl,Bart van Es,ePUB,15.99,,241978718,2nd August 2018,Penguin Books Ltd,256
9780241982419,My Family and Other Animals,Gerald Durrell,ePUB,14.99,,241982413,2017-04-20,Penguin Books Ltd,320
9780241337790,book not found,,,,,,,,
9780718197186,book not found,,,,,,,,
9780755382644,book not found,,,,,,,,
9780241983522,book not found,,,,,,,,
9780547348063,book not found,,,,,,,,
9780141910116,Manhattan Transfer,John Dos Passos,ePUB,15.99,,141910119,31st August 2000,Penguin Books Ltd,368
9780830845507,Defending Your Marriage,Tim Muehlhoff,Paperback,31.64,29.75,083084550X,2018-11-13,InterVarsity Press,178
9781407070261,book not found,,,,,,,,
9780241283226,book not found,,,,,,,,
9780748109432,book not found,,,,,,,,
9780241251003,The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did),Philippa Perry,ePUB,16.99,,241251001,2019-03-07,Penguin Books Ltd,288
9780330467896,Whiteout,Ken Follett,ePUB,,,330467891,2008-09-04,,
9780751562835,book not found,,,,,,,,
9780307796202,The Last Command,Timothy Zahn,ePUB,,,307796205,2011-06-28,Random House Worlds,
9780141938370,Ballet Shoes,Noel Streatfeild,ePUB,9.99,,141938374,31st August 2006,Penguin Random House Children's UK,240
9780670921621,book not found,,,,,,,,
9781322006925,book not found,,,,,,,,
9780141980270,The Nightingales are Drunk,Hafez,ePUB,4.99,,141980273,2015-02-26,Penguin Books Ltd,96
9780007569243,The Singles Game,Lauren Weisberger,Paperback,22.99,21.8,7569246,19th December 2016,HarperCollins Publishers,432
9780571246045,End Games,Michael Dibdin,ePUB,13.19,11.99,571246044,2008-09-04,Faber & Faber,480
9780241974995,Reasons to be Cheerful,Nina Stibbe,ePUB,15.99,,241974992,28th March 2019,Penguin Books Ltd,320
9780141951409,Defending the Guilty,Alex McBride,ePUB,15.99,,141951400,2010-04-01,Penguin Books Ltd,288
9781311502452,Wiggly the Worm,Arnie Lightning,ePUB,1.42,,1311502459,2015-06-03,Hey Sup Bye Publishing,
9780141886374,book not found,,,,,,,,
9781283589239,Red Sniper on the Eastern Front,Joseph Pilyushin,E-Book,,,1283589230,2010-03-01,PEN & SWORD BOOKS,296
9780718196332,book not found,,,,,,,,
9781328546395,AI Superpowers,Kai-Fu Lee,Hardcover,,,132854639X,2018-09-25,HarperCollins Publishers,272
9780349006895,The Secret Diaries of Miss Anne Lister - Vol.2,Anne Lister,ePUB,9.99,,034900689X,2015-02-24,"Little, Brown Book Group",224
9780141923482,book not found,,,,,,,,
9780141979519,Liberty Bar,Georges Simenon,ePUB,15.99,,141979518,2015-03-05,Penguin Books Ltd,112
9780761148357,The Introvert Advantage,Marti Olsen Laney Psy.D.,ePUB,7.99,,761148353,2002-02-01,Workman Publishing Company,336
9780748113507,Gilead,Marilynne Robinson,ePUB,11.99,,748113509,2009-05-07,"Little, Brown Book Group",288
9780141923086,book not found,,,,,,,,
9780141906072,book not found,,,,,,,,
9780575119574,book not found,,,,,,,,
9780141902258,The Missing,Chris Mooney,ePUB,15.99,,141902256,2007-05-03,Penguin Books Ltd,416
9780141927374,book not found,,,,,,,,
9781405515979,book not found,,,,,,,,
9781409005216,book not found,,,,,,,,
9780761187141,book not found,,,,,,,,
9781101200407,book not found,,,,,,,,
9780141929873,book not found,,,,,,,,
9780748113354,book not found,,,,,,,,
9780307414298,book not found,,,,,,,,
9780735219090,book not found,,,,,,,,
9780330520102,book not found,,,,,,,,
9780842379427,book not found,,,,,,,,
9781306020985,book not found,,,,,,,,
9780141914176,book not found,,,,,,,,
9780755379927,book not found,,,,,,,,
9781612120133,book not found,,,,,,,,
9780141910680,book not found,,,,,,,,
9781119209614,book not found,,,,,,,,
9780285640450,book not found,,,,,,,,
9780575132498,book not found,,,,,,,,
9780802194442,book not found,,,,,,,,
9780241349038,book not found,,,,,,,,
9780755350711,book not found,,,,,,,,
9780141040035,book not found,,,,,,,,
9780463655368,book not found,,,,,,,,
9780767922968,book not found,,,,,,,,
9781409005018,book not found,,,,,,,,
9781101533512,book not found,,,,,,,,
9781310518997,book not found,,,,,,,,
9780241388457,book not found,,,,,,,,
9781281282309,book not found,,,,,,,,
9780718198114,book not found,,,,,,,,
9780241198155,book not found,,,,,,,,
9780748116973,book not found,,,,,,,,
9780141373836,book not found,,,,,,,,
9780141959801,book not found,,,,,,,,
9780141913872,book not found,,,,,,,,
9780802189806,book not found,,,,,,,,
9781405513463,book not found,,,,,,,,
9780297609322,book not found,,,,,,,,
9780547488981,book not found,,,,,,,,
9780748110025,book not found,,,,,,,,
9780230760516,book not found,,,,,,,,
9780748116584,book not found,,,,,,,,
9780755352456,book not found,,,,,,,,
9780241307168,book not found,,,,,,,,
9781311220516,book not found,,,,,,,,
9780761171256,book not found,,,,,,,,
9780994135551,book not found,,,,,,,,
9780141375649,book not found,,,,,,,,
9781118656402,book not found,,,,,,,,
9780463273975,book not found,,,,,,,,
9780141971094,book not found,,,,,,,,
9780141985145,book not found,,,,,,,,
9781407047201,book not found,,,,,,,,
9780698190665,book not found,,,,,,,,
9781405909754,book not found,,,,,,,,
9781401940003,book not found,,,,,,,,
9780349139876,book not found,,,,,,,,
9780312087791,book not found,,,,,,,,
9780241957141,book not found,,,,,,,,
9780141961392,book not found,,,,,,,,
9780241984925,We are the Weather,Jonathan Safran Foer,ePUB,15.99,,241984920,17th September 2019,Penguin Books Ltd,352
9780330514699,book not found,,,,,,,,
9780473330347,book not found,,,,,,,,
9780071772204,book not found,,,,,,,,
9780857081025,book not found,,,,,,,,
9781101621615,book not found,,,,,,,,
9780330469401,book not found,,,,,,,,
9780993413018,Seven Steps from Snowdon to Everest,Mark Horrell,ePUB,7.99,,993413013,24th February 2020,Mountain Footsteps Press,
9780230767270,book not found,,,,,,,,
9780141928739,book not found,,,,,,,,
9780307388131,book not found,,,,,,,,
9780748120789,book not found,,,,,,,,
9780753553114,book not found,,,,,,,,
9780141972510,Blue Above the Chimneys,Christine Marion Fraser,ePUB,14.99,,141972513,19th January 2012,Penguin Books Ltd,256
9780755128037,The Challenging Heights,Max Hennessy,ePUB,8.79,7.99,755128036,1st October 2015,House of Stratus,284
9780241983386,book not found,,,,,,,,
9781101902912,book not found,,,,,,,,
9780648324690,book not found,,,,,,,,
9780316561389,book not found,,,,,,,,
